,alt,data-gtm-event,data-gtm-event-action,data-gtm-event-category,href,src,subtitle,title,id,Year,century
7304,A work made of lithograph on paper.,Bird Comedy,Collection Landing,collection-nav,https://www.artic.edu/artworks/109352/bird-comedy?page=156,"https://www.artic.edu/iiif/2/1a98bbc2-aeee-6a19-3ed4-23b40c5da54a/full/600,/0/default.jpg",Paul Klee,"Bird Comedy, 1918",7304,1918,20
7305,"A work made of bone, bronze, and brass.",Cinquedea,Collection Landing,collection-nav,https://www.artic.edu/artworks/117051/cinquedea?page=157,"https://www.artic.edu/iiif/2/25d4cfa5-f855-e139-6eb3-b1b61b374c76/full/600,/0/default.jpg",,"Cinquedea, 19th century (?) in early 16th century Italian style",7305,1850,19
7306,"A work made of pen and black ink, on tan tracing paper, laid down on buff wove paper.",Bank of a Pond,Collection Landing,collection-nav,https://www.artic.edu/artworks/64451/bank-of-a-pond?page=157,"https://www.artic.edu/iiif/2/71267a8e-8aec-71ef-a4a7-f87629425d3a/full/600,/0/default.jpg",Rodolphe Bresdin,"Bank of a Pond, n.d.",7306,0,0
7307,A work made of gray earthenware with slip coating and polychrome pigments.,Female Attendant (Tomb Figurine),Collection Landing,collection-nav,https://www.artic.edu/artworks/75310/female-attendant-tomb-figurine?page=157,"https://www.artic.edu/iiif/2/85b67d79-06ca-7f4d-1a27-0f8f770fda0a/full/600,/0/default.jpg",,"Female Attendant (Tomb Figurine), Western Han dynasty (206 B.C.–A.D. 9), c. 2nd century B.C.",7307,0,0
7308,"A work made of pen and black ink, on ivory wove paper.",Portrait of Gustav Schiefler,Collection Landing,collection-nav,https://www.artic.edu/artworks/24220/portrait-of-gustav-schiefler?page=157,"https://www.artic.edu/iiif/2/e43163ff-ca5b-559b-7d32-e49ef7ed5123/full/600,/0/default.jpg",Ernst Ludwig Kirchner,"Portrait of Gustav Schiefler, c. 1922",7308,1922,20
7309,"A work made of pen and black ink, with brush and gray wash, on ivory laid paper.",Tobias and the Angel,Collection Landing,collection-nav,https://www.artic.edu/artworks/85140/tobias-and-the-angel?page=157,"https://www.artic.edu/iiif/2/082a26c7-fe7f-5750-7951-e78f20c4c290/full/600,/0/default.jpg",Titian,"Tobias and the Angel, n.d.",7309,0,0
7310,A work made of color woodblock print; oban.,The actors Ichikawa Tomiemon (R) as Kanisaka Toma and Sanogawa Ichimatsu III (L) as the Gion Prostitute Onayo,Collection Landing,collection-nav,https://www.artic.edu/artworks/18770/the-actors-ichikawa-tomiemon-r-as-kanisaka-toma-and-sanogawa-ichimatsu-iii-l-as-the-gion-prostitute-onayo?page=157,"https://www.artic.edu/iiif/2/c0bfe136-befe-a33c-3388-8e5a57fbb3db/full/600,/0/default.jpg",Tôshûsai Sharaku,"The actors Ichikawa Tomiemon (R) as Kanisaka Toma and Sanogawa Ichimatsu III (L) as the Gion Prostitute Onayo, 1794",7310,1794,18
7311,A work made of hanging scroll; ink and colors on silk.,The Kabuki Actor Ichikawa Danjûrô II (1689-1758),Collection Landing,collection-nav,https://www.artic.edu/artworks/35689/the-kabuki-actor-ichikawa-danjuro-ii-1689-1758?page=157,"https://www.artic.edu/iiif/2/ef2fb151-fb20-5290-631f-a4e3814bf677/full/600,/0/default.jpg",Katsukawa Shunsho,"The Kabuki Actor Ichikawa Danjûrô II (1689-1758), 1788 (inscription 1829)",7311,1689,17
7312,"A work made of charcoal with black chalk, stumping, scraping and erasing, on pale pink wove paper with red/pink and blue fibers, discolored to buff.","Head Wearing a Phrygian Cap, on a Salver",Collection Landing,collection-nav,https://www.artic.edu/artworks/90287/head-wearing-a-phrygian-cap-on-a-salver?page=157,"https://www.artic.edu/iiif/2/1a18aa99-75c5-70e0-02c6-27bdd051a0bf/full/600,/0/default.jpg",Odilon Redon,"Head Wearing a Phrygian Cap, on a Salver, 1881",7312,1881,19
7313,"A work made of graphite on tan tracing paper, laid down on ivory wove paper.",Allegory of Love: Infidelity,Collection Landing,collection-nav,https://www.artic.edu/artworks/86321/allegory-of-love-infidelity?page=157,"https://www.artic.edu/iiif/2/68fdb458-a634-7895-dfdf-3231ab810aff/full/600,/0/default.jpg",Eugène Delacroix,"Allegory of Love: Infidelity, n.d.",7313,0,0
7314,A work made of gelatin silver print.,"Léonor Fini, in costume",Collection Landing,collection-nav,https://www.artic.edu/artworks/120037/leonor-fini-in-costume?page=157,"https://www.artic.edu/iiif/2/ef5a06d6-3a65-37af-b4dd-e986ee613f9e/full/600,/0/default.jpg",Peter Ruse Pulham,"Léonor Fini, in costume, c. 1935",7314,1935,20
7315,"A work made of cotton, plain weave with supplementary pile warps forming cut, solid velvet; screen printed.",Caravan (Furnishing Fabric),Collection Landing,collection-nav,https://www.artic.edu/artworks/105432/caravan-furnishing-fabric?page=157,"https://www.artic.edu/iiif/2/63b032d0-3d7c-7e41-0885-afa7dba81f10/full/600,/0/default.jpg",Anita Askild,"Caravan (Furnishing Fabric), 1962",7315,1962,20
7316,A work made of gelatin silver print.,"Eleanor and Barbara, Chicago",Collection Landing,collection-nav,https://www.artic.edu/artworks/139280/eleanor-and-barbara-chicago?page=157,"https://www.artic.edu/iiif/2/169d1e91-d16e-ed91-79d8-59a0d1ad224e/full/600,/0/default.jpg",Harry Callahan,"Eleanor and Barbara, Chicago, 1955",7316,1955,20
7317,"A work made of brown paint (braunkreuz) on white wove paper, cut and tipped to white wove paper.",Bear,Collection Landing,collection-nav,https://www.artic.edu/artworks/158886/bear?page=157,"https://www.artic.edu/iiif/2/ac553f96-fad6-fc68-e572-6456a0824aac/full/600,/0/default.jpg",Joseph Beuys,"Bear, 1963",7317,1963,20
7318,"A work made of pen and black ink and brush and black and gray wash, with charcoal, on white wove paper.",Highrise of Homes,Collection Landing,collection-nav,https://www.artic.edu/artworks/200155/highrise-of-homes?page=157,"https://www.artic.edu/iiif/2/58577c3f-a684-8e3f-ed9d-95aa447e3868/full/600,/0/default.jpg",James N. Wines,"Highrise of Homes, 1981",7318,1981,20
7319,A work made of soft ground etching in dark brown on cream laid paper.,Seated Nude Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/48835/seated-nude-woman?page=157,"https://www.artic.edu/iiif/2/ade65e20-23e0-59b7-3c23-a8c690ffcf2c/full/600,/0/default.jpg",Pierre-Auguste Renoir,"Seated Nude Woman, c. 1906",7319,1906,20
7320,A work made of color woodblock print; chuban.,"Ono no Komachi, from the series A Collection of Fashionable Beauties of Japan (Wakoku bijin ryaku shu)",Collection Landing,collection-nav,https://www.artic.edu/artworks/36630/ono-no-komachi-from-the-series-a-collection-of-fashionable-beauties-of-japan-wakoku-bijin-ryaku-shu?page=157,"https://www.artic.edu/iiif/2/ce41b7da-804a-9b8b-1e10-1273e808f379/full/600,/0/default.jpg",Torii Kiyonaga,"Ono no Komachi, from the series A Collection of Fashionable Beauties of Japan (Wakoku bijin ryaku shu), Edo period (1615–1868), n.d.",7320,1615,17
7321,A work made of engraving in black on cream laid paper.,The Entombment,Collection Landing,collection-nav,https://www.artic.edu/artworks/56700/the-entombment?page=157,"https://www.artic.edu/iiif/2/dccb78c1-f638-7f89-84bd-395465bfafdd/full/600,/0/default.jpg",Andrea Mantegna,"The Entombment, 1465/75",7321,1465,15
7322,A work made of watercolor and gouache on white wove paper.,Landscape with Clouds,Collection Landing,collection-nav,https://www.artic.edu/artworks/61652/landscape-with-clouds?page=157,"https://www.artic.edu/iiif/2/c30e8419-0c81-cf7d-916e-10f83d0de7cb/full/600,/0/default.jpg",Duncan Stuart McCandless,"Landscape with Clouds, 1980",7322,1980,20
7323,A work made of oil on cradled panel.,Persons in Louis XV Costumes,Collection Landing,collection-nav,https://www.artic.edu/artworks/69137/persons-in-louis-xv-costumes?page=157,"https://www.artic.edu/iiif/2/29312602-e617-9164-aec2-3670daa9d87f/full/600,/0/default.jpg",Adolphe Joseph Thomas Monticelli,"Persons in Louis XV Costumes, c. 1880",7323,1880,19
7324,A work made of steel.,Cape of Mail (,Collection Landing,collection-nav,https://www.artic.edu/artworks/116847/cape-of-mail-bishop-s-mantle?page=157,"https://www.artic.edu/iiif/2/1fdaae7f-c32b-788a-4129-c809757373da/full/600,/0/default.jpg",,"Cape of Mail (""Bishop's Mantle""), 1500/30",7324,1500,16
7325,"A work made of chromogenic print, from the series ""american prospects"".","Exhausted Renegade Elephant, Woodland, Washington",Collection Landing,collection-nav,https://www.artic.edu/artworks/127880/exhausted-renegade-elephant-woodland-washington?page=157,"https://www.artic.edu/iiif/2/dc0386fc-a9cc-098e-1ce9-f6204b57958f/full/600,/0/default.jpg",Joel Sternfeld,"Exhausted Renegade Elephant, Woodland, Washington, June 1979, printed June 1987",7325,1979,20
7326,"A work made of mezzotint with etching, with engraved inscription, in black on ivory wove paper.","A Fruit Piece, from The Houghton Gallery",Collection Landing,collection-nav,https://www.artic.edu/artworks/109155/a-fruit-piece-from-the-houghton-gallery?page=157,"https://www.artic.edu/iiif/2/0c1d540c-5da6-59d2-5660-1e68eef4488a/full/600,/0/default.jpg",Richard Earlom,"A Fruit Piece, from The Houghton Gallery, 1781",7326,1781,18
7327,"A work made of linen and sisal, resist dyed, plain weave; folded; twisted; mounted to plexiglas.",Color Intersection M-II,Collection Landing,collection-nav,https://www.artic.edu/artworks/150159/color-intersection-m-ii?page=157,"https://www.artic.edu/iiif/2/e9abd832-f579-7caa-836e-a64ca7050f29/full/600,/0/default.jpg",Shigeko Kubota,"Color Intersection M-II, Heisei period (1989–present), 1997",7327,1989,20
7328,"A work made of woodcut in black hand colored with elements of fabric, copper alloy metal foil, and block printed distemper colorants on paper, attached to the verso and visible through cutouts, on ivory laid paper (discolored to buff), laid down on blue wove paper (discolored to tan).",The Adoration of the Einsiedeln Madonna,Collection Landing,collection-nav,https://www.artic.edu/artworks/152176/the-adoration-of-the-einsiedeln-madonna?page=157,"https://www.artic.edu/iiif/2/ef7c1108-7a86-e843-76e7-84356a403d94/full/600,/0/default.jpg",Unknown artist,"The Adoration of the Einsiedeln Madonna, n.d.",7328,0,0
7329,A work made of walnut and brass.,Free Form Occasional Table,Collection Landing,collection-nav,https://www.artic.edu/artworks/200165/free-form-occasional-table?page=157,"https://www.artic.edu/iiif/2/f20e9e9e-a780-b671-0035-e2b12e01e59f/full/600,/0/default.jpg",Vladimir Kagan,"Free Form Occasional Table, c. 1957",7329,1957,20
7330,A work made of bronze inlaid with gold and silver and inset with jade.,Garment Hook,Collection Landing,collection-nav,https://www.artic.edu/artworks/5918/garment-hook?page=157,"https://www.artic.edu/iiif/2/3ed56ea9-2f30-7336-2c31-daf660894987/full/600,/0/default.jpg",,"Garment Hook, Eastern Zhou dynasty (770–221 B.C.)",7330,0,0
7331,A work made of etching in black on ivory laid paper.,The Raising of Lazarus: Small Plate,Collection Landing,collection-nav,https://www.artic.edu/artworks/13091/the-raising-of-lazarus-small-plate?page=157,"https://www.artic.edu/iiif/2/f1624ee8-3506-a20a-191f-ccb1a31c3e99/full/600,/0/default.jpg",Rembrandt Harmenszoon van Rijn,"The Raising of Lazarus: Small Plate, 1642",7331,1642,17
7332,A work made of oil on canvas.,Portrait of Mrs. William W. Welch,Collection Landing,collection-nav,https://www.artic.edu/artworks/76166/portrait-of-mrs-william-w-welch?page=157,"https://www.artic.edu/iiif/2/5a5fc407-89fc-61e5-64ea-cfd5fee4511a/full/600,/0/default.jpg",Sheldon Peck,"Portrait of Mrs. William W. Welch, c. 1837",7332,1837,19
7333,A work made of blackened terracotta.,Vessel for Serving Beer,Collection Landing,collection-nav,https://www.artic.edu/artworks/132678/vessel-for-serving-beer?page=157,"https://www.artic.edu/iiif/2/6fdfbb80-f98f-4dcf-56d4-461ca8df0918/full/600,/0/default.jpg",Northern Nguni,"Vessel for Serving Beer, 1940/1950",7333,1940,20
7334,A work made of watercolor on cream wove paper.,The Old Bridge at Nantes,Collection Landing,collection-nav,https://www.artic.edu/artworks/17501/the-old-bridge-at-nantes?page=157,"https://www.artic.edu/iiif/2/96adb500-7356-a45b-d537-9ee642e5388b/full/600,/0/default.jpg",Eugène Delacroix,"The Old Bridge at Nantes, c. 1827",7334,1827,19
7335,A work made of color woodblock print; oban.,Young Couple Dressed as Mendicant Monks,Collection Landing,collection-nav,https://www.artic.edu/artworks/23805/young-couple-dressed-as-mendicant-monks?page=157,"https://www.artic.edu/iiif/2/b8142dc3-cc1b-acab-eb68-473d2194685f/full/600,/0/default.jpg",Kitagawa Utamaro,"Young Couple Dressed as Mendicant Monks, c. 1794",7335,1794,18
7336,"A work made of cotton, plain weave; copperplate printed; painted.",Psyche et L'Armour (The Story of Cupid and Psyche) (Furnishing Fabric),Collection Landing,collection-nav,https://www.artic.edu/artworks/50419/psyche-et-l-armour-the-story-of-cupid-and-psyche-furnishing-fabric?page=157,"https://www.artic.edu/iiif/2/0ffb4ea7-3e5d-185a-83ec-f44003ddbd04/full/600,/0/default.jpg",Gorgerat Frères et Cie.,"Psyche et L'Armour (The Story of Cupid and Psyche) (Furnishing Fabric), c. 1790",7336,1790,18
7337,A work made of lithograph on ivory laid paper.,Man with Pig,Collection Landing,collection-nav,https://www.artic.edu/artworks/81961/man-with-pig?page=157,"https://www.artic.edu/iiif/2/872a7805-0640-420a-ceb5-ef5d22d06921/full/600,/0/default.jpg",Marc Chagall,"Man with Pig, 1922–23",7337,1922,20
7338,A work made of hanging scroll; ink and light colors on paper.,Water Pavilion by Twin Pines,Collection Landing,collection-nav,https://www.artic.edu/artworks/105786/water-pavilion-by-twin-pines?page=157,"https://www.artic.edu/iiif/2/a16e9bae-b2f8-b4c4-11ed-503021d4d7c1/full/600,/0/default.jpg",Guo Xi,"Water Pavilion by Twin Pines, Yuan or early Ming dynasty, 14th–15th century",7338,1350,14
7339,"A work made of gelatin silver print, from the series ""destruction of lower manhattan"".","82 Beekman Street, Cast Iron Front",Collection Landing,collection-nav,https://www.artic.edu/artworks/126291/82-beekman-street-cast-iron-front?page=157,"https://www.artic.edu/iiif/2/205899b9-9249-8fd1-1200-85ead4ff3542/full/600,/0/default.jpg",Danny Lyon,"82 Beekman Street, Cast Iron Front, c. 1967",7339,1967,20
7340,A work made of bronze.,"Auguste-Hilarion, comte de Kératry",Collection Landing,collection-nav,https://www.artic.edu/artworks/133715/auguste-hilarion-comte-de-keratry?page=157,"https://www.artic.edu/iiif/2/9a0b863e-e686-e39e-7586-1c1c0da06b84/full/600,/0/default.jpg",Honoré-Victorin Daumier,"Auguste-Hilarion, comte de Kératry, modeled c. 1832/35 (cast 1929/50)",7340,1832,19
7341,A work made of hanging scroll; ink on paper.,Poetic Thoughts in a Forest Pavilion,Collection Landing,collection-nav,https://www.artic.edu/artworks/145677/poetic-thoughts-in-a-forest-pavilion?page=157,"https://www.artic.edu/iiif/2/3f1ee5d8-0c6b-03b5-2d6a-f9d6636873f6/full/600,/0/default.jpg",Ni Zan,"Poetic Thoughts in a Forest Pavilion, Early Ming dynasty (1368–1644), c. 1371",7341,1368,14
7342,"A work made of steel with gilding, brass.",Right Pauldron,Collection Landing,collection-nav,https://www.artic.edu/artworks/147139/right-pauldron?page=157,"https://www.artic.edu/iiif/2/1ced2711-918a-22dc-085f-922be16d9df6/full/600,/0/default.jpg",,"Right Pauldron, 1575/80",7342,1575,16
7343,"A work made of wood, metal, paper, and silk warp.","Miniature Loom or Patent Model with Jacquard Attachment, Punched Cards and Tools",Collection Landing,collection-nav,https://www.artic.edu/artworks/147487/miniature-loom-or-patent-model-with-jacquard-attachment-punched-cards-and-tools?page=157,"https://www.artic.edu/iiif/2/8d3d9768-bfeb-a616-c3f7-67d1ce7aa18b/full/600,/0/default.jpg",,"Miniature Loom or Patent Model with Jacquard Attachment, Punched Cards and Tools, 1900/25",7343,1900,20
7344,"A work made of etching and engraving on cream paper, laid down on cream card.",Adam and Eve in Paradise,Collection Landing,collection-nav,https://www.artic.edu/artworks/180722/adam-and-eve-in-paradise?page=157,"https://www.artic.edu/iiif/2/328d5c55-11e5-ae44-4a5a-971b8b4635e8/full/600,/0/default.jpg",Francesco Bartolozzi,"Adam and Eve in Paradise, n.d.",7344,0,0
7345,Painting of house amongst flowering trees painted with quick strokes of pastel colors.,"House and Flowering Cherry Trees, Hamburg",Collection Landing,collection-nav,https://www.artic.edu/artworks/8977/house-and-flowering-cherry-trees-hamburg?page=157,"https://www.artic.edu/iiif/2/bcd8bc0d-4c93-69bf-e925-69fea174b3ee/full/600,/0/default.jpg",Auguste Herbin,"House and Flowering Cherry Trees, Hamburg, 1907",7345,1907,20
7346,A work made of etching on ivory laid paper.,The Pancake Woman,Collection Landing,collection-nav,https://www.artic.edu/artworks/29290/the-pancake-woman?page=157,"https://www.artic.edu/iiif/2/2a0fd07a-1cc5-073c-cc24-f0be562454e2/full/600,/0/default.jpg",Rembrandt Harmenszoon van Rijn,"The Pancake Woman, 1635",7346,1635,17
7347,A work made of etching on ivory laid paper.,,Collection Landing,collection-nav,https://www.artic.edu/artworks/41720/la-grande-baigneuse-the-great-bather?page=157,"https://www.artic.edu/iiif/2/52cf6f25-a39d-1215-f5e0-3b43c82679fc/full/600,/0/default.jpg",Anders Zorn,"""La Grande Baigneuse"" - The Great Bather, 1895",7347,1895,19
7348,A work made of watercolor on cream wove paper.,Boardwalk with Palm Tree,Collection Landing,collection-nav,https://www.artic.edu/artworks/58618/boardwalk-with-palm-tree?page=157,"https://www.artic.edu/iiif/2/623b2aa9-0d24-85ed-2283-bd00f04a5300/full/600,/0/default.jpg",Raoul Dufy,"Boardwalk with Palm Tree, n.d.",7348,0,0
